ABBREV	DEGREE	US_UNIVERSITY	GENDER	PREVIOUS_DEGREE	COLOMBIAN_UNIVERSITY
NEXUS	INV & DOC	Purdue University	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
CLC- FLB	PH.D.	University of Michigan - Ann Arbor	MALE	BACHELOR	UNIVERSIDAD DEL ATLANTICO
CLC- FLB	PH.D.	University of Maryland - College Park	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CALDAS	Ph.D.	Purdue University	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
NEXUS	INV & DOC		MALE	BACHELOR	UNIVERSIDAD DEL VALLE
LID	Ph.D.	University of Michigan - Ann Arbor	MALE	BACHELOR	UNIVERSIDAD EL BOSQUE
ATG	INV & DOC	Cornell University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Duke University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Yeshiva University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	University of Cincinnati	FEMALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
JWF	Ph.D.	University of Illinois at Chicago	FEMALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
FLB-CLC	Ph.D.	Harvard University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-CLC	Ph.D.	University of North Carolina at Chapel Hill	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
HHH	INV & DOC	UNIVERSITY OF MINNESOTA - TWIN CITIES	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
HHH	INV & DOC	Johns Hopkins University	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
FLB-CLC	Ph.D.	University of South Florida	MALE	BACHELOR	UNIVERSIDAD DE CARTAGENA
FLB-CLC	MASTER'S	Ohio State University	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
DU	Ph.D.	University of Pittsburgh - Main Campus	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	Emory University	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
VS	INV & DOC	Medical University of South Carolina	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	Ph.D.	University of Texas at Austin	MALE	BACHELOR	
JWF	MASTER'S	Harvard University	MALE	BACHELOR	COLEGIO MAYOR DE NUESTRA SEÃ‘ORA DEL ROSARIO
HHH	INV & DOC	Tulane University	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
FLB-CLC	Ph.D.	Harvard University	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
HHH	INV & DOC	Johns Hopkins University	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
FLB-LSP	MASTER'S	University of Utah	MALE	BACHELOR	UNIVERSIDAD DE CARTAGENA
FLB-LSP	MASTER'S	University of Louisville	MALE	BACHELOR	UNIVERSIDAD DEL CAUCA
JWF	MASTER'S	University of Alabama at Birmingham	FEMALE	BACHELOR	UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP
HHH	INV & DOC	Johns Hopkins University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	University of Washington	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CLC-DNP	MASTER'S	Washington State University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CLC-DNP	Ph.D.	University of California, Berkeley	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	UNIVERSITY OF MARYLAND - BALTIMORE	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
HHH	INV & DOC	Tulane University	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
CALDAS	Ph.D.		MALE		UNIVERSIDAD DE ANTIOQUIA
JWF	MASTER'S	SUNY Stony Brook	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
AMZ	MASTER'S	SUNY College of Environmental Science and Forestry	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	Ph.D.	University of California, San Francisco	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
FLB-CLC	Ph.D.	Texas A&M University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
S&T	Ph.D.	Washington University in St Louis	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Rutgers, The State University of New Jersey	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CLC- FLB	PH.D.	Case Western Reserve University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CLC- FLB	PH.D.	University of California, Berkeley	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
FLTA	INV & DOC	The College of Wooster	FEMALE	BACHELOR	UNIVERSIDAD DEL QUINDIO
DUR	PH.D.	Texas Tech University	FEMALE	BACHELOR	UNIVERSIDAD EAFIT-
ARTS	MASTER'S	New York University	MALE	BACHELOR	UNIVERSIDAD DE CALDAS
DUR	PH.D.	University of Iowa	MALE	BACHELOR	UNIVERSIDAD EAFIT-
ARTS	PH.D.	University of Pittsburgh - Main Campus	MALE	BACHELOR	UNIVERSIDAD EAFIT-
ARTS	MASTER'S	Catholic University of America	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
ARTS	MASTER'S	Manhattan School of Music	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
ARTS	MASTER'S	Columbia College	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	Temple University	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
JWF	MASTER'S	University of Cincinnati	FEMALE	BACHELOR	UNIVERSIDAD DEL VALLE
JWF	MASTER'S	Boston University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
FLB-LSP	MASTER'S	University of Arizona	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
DU	MASTER'S	University of Oregon	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
DU	MASTER'S	University of Cincinnati	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
DU	MASTER'S	Indiana University Bloomington	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
DU	MASTER'S	University of Pittsburgh - Main Campus	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	New York University	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
ARTS	MASTER'S	SUNY Purchase	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	California Institute of the Arts	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
ARTS	MASTER'S	Texas Christian University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Indiana University Bloomington	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	University of Oregon	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	Michigan State University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Bard College	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	University of New Hampshire	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
JWF	MASTER'S	The New School	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
ARTS	MASTER'S	New York University	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
JWF	MASTER'S	Indiana University Bloomington	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	Iowa State University	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
JWF	MASTER'S	Indiana University Bloomington	FEMALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
LID	MASTER'S	Ohio State University	FEMALE	BACHELOR	CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA
LID	MASTER'S	University of Oregon	FEMALE	BACHELOR	UNIVERSIDAD AUTONOMA DE OCCIDENTE
SRM	MASTER'S	Georgia Institute of Technology - Main Campus	FEMALE	BACHELOR	UNIVERSIDAD EAFIT-
TEP	INV & DOC	ALAMEDA HIGH SCHOOL	FEMALE	BACHELOR	UNIVERSIDAD DE LA SALLE
CLC-DNP	Ph.D.	University of Illinois at Chicago	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	University of Alabama at Birmingham	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	University of Arizona	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	University of North Florida	FEMALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
SRM	MASTER'S	Temple University	MALE	BACHELOR	ESCUELA DE INGENIERIA DE ANTIOQUIA EIA
JWF	MASTER'S	Berklee College of Music	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
JWF	MASTER'S	Stanford University	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
VS	INV & DOC	Texas A&M University	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
EDC	INV & DOC	Johns Hopkins University	FEMALE	BACHELOR	UNIVERSIDAD DE CARTAGENA
VS	INV & DOC	WESTCHESTER MEDICAL CENTER	FEMALE	BACHELOR	UNIVERSIDAD DE CARTAGENA
EDC	INV & DOC	University of Maryland - College Park	MALE	BACHELOR	ESCUELA NAVAL DE CADETES ALMIRANTE PADILLA
PETRO	MASTER'S	University of Pittsburgh - Main Campus	FEMALE	BACHELOR	UNIVERSIDAD CES
VS	INV & DOC	Harvard University	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
EDC	INV & DOC	Columbia University in the City of New York	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CLC- FLB	PH.D.	University of Maryland - College Park	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CLC- FLB	Ph.D.	New York University	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
CALDAS	Ph.D.		FEMALE		PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	School of the Art Institute of Chicago	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CLC- FLB	PH.D.	Michigan State University	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC
REG	PH.D.	Ohio State University	MALE	BACHELOR	UNIVERSIDAD EAFIT-
VS	INV & DOC	Rice University	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
PETRO	MASTER'S	Loyola University of Chicago	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CLC- FLB	PH.D.	Florida International University	FEMALE	BACHELOR	UNIVERSIDAD DEL CAUCA
CLC- FLB	PH.D.	Louisiana State University and A&M College	MALE	BACHELOR	UNIVERSIDAD EAFIT-
EST. CUL	MASTER'S	University of Pittsburgh - Main Campus	FEMALE	BACHELOR	UNIVERSIDAD SANTO TOMAS
JWF	MASTER'S	University of Oklahoma	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	University of Akron	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	University of Rochester	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	University of Vermont	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Southern Illinois University Carbondale	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-LSP	MASTER'S	Michigan State University	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	Ph.D.	University of Southern California	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Ball State University	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	Ph.D.	Harvard University	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Syracuse University	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	Ph.D.	University of Virginia	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	The New School	FEMALE	BACHELOR	UNIVERSIDAD DEL NORTE
ATG	MASTER'S	SUNY Stony Brook	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	SUNY Stony Brook	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	The New School	FEMALE	BACHELOR	UNIVERSIDAD DEL NORTE
ATG	MASTER'S	New York University	FEMALE	BACHELOR	
JWF	MASTER'S	Washington University in St Louis	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	City College of New York of the City University of New York, The	FEMALE	BACHELOR	UNIVERSIDAD DEL NORTE
ATG	MASTER'S	Georgetown University	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Harvard University	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	Ph.D.	The New School	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
FLB-LSP	MASTER'S	Indiana State University	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC
JWF	MASTER'S	SUNY at Buffalo	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Boston University	FEMALE	BACHELOR	UNIVERSIDAD DEL NORTE
FLB-ICX	MASTER'S	Indiana State University	FEMALE	BACHELOR	
JWF	MASTER'S	Columbia University in the City of New York	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	West Chester University of Pennsylvania	MALE	BACHELOR	UNIVERSIDAD DE SAN BUENAVENTURA
JWF	MASTER'S	University of South Florida	FEMALE	BACHELOR	UNIVERSIDAD DEL NORTE
JWF	MASTER'S	Lehigh University	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	The New School	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
PAS	INV & DOC	New York University	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
PAS	INV & DOC	Harvard University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
FLB-LSP	MASTER'S	University of Connecticut	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	The New School	FEMALE	BACHELOR	UNIVERSIDAD DE SAN BUENAVENTURA
CLC-DNP	Ph.D.	University of North Texas	FEMALE	BACHELOR	UNIVERSIDAD DE SAN BUENAVENTURA
HHH	INV & DOC	Johns Hopkins University	FEMALE	BACHELOR	UNIVERSIDAD DE SAN BUENAVENTURA
CLC-DNP	MASTER'S	University of Dallas	MALE	BACHELOR	UNIVERSIDAD DEL NORTE
JWF	MASTER'S	Harvard University	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CLC-DNP	Ph.D.	SUNY Stony Brook	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CLC-DNP	MASTER'S	Fordham University	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CLC-DNP	Ph.D.	University of Wisconsin - Madison	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	New York University	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
DU	MASTER'S	Loyola University of Chicago	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	Ph.D.	Michigan State University	FEMALE	BACHELOR	UNIVERSIDAD INCCA DE COLOMBIA
ATG	MASTER'S	SUNY Stony Brook	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	Michigan State University	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	University of Louisville	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
ATG	MASTER'S	University of Toledo	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
HHH	INV & DOC	Massachusetts Institute of Technology	FEMALE	BACHELOR	UNIVERSIDAD SANTO TOMAS
HHH	INV & DOC	Johns Hopkins University	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	Ph.D.	University of Pittsburgh - Main Campus	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
HHH	INV & DOC	Pennsylvania State University	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
FLB-LSP	MASTER'S	University of Illinois at Chicago	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Naropa University	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Syracuse University	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
DU	Ph.D.	City College of New York of the City University of New York, The	MALE	BACHELOR	UNIVERSIDAD CATOLICA DE COLOMBIA
FLB-LSP	MASTER'S	Loyola University of Chicago	FEMALE	BACHELOR	UNIVERSIDAD DEL NORTE
FLB-LSP	MASTER'S	University of Hawaii at Manoa	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
FLB-LSP	MASTER'S	Ohio University - Main Campus	MALE	BACHELOR	UNIVERSIDAD DE MANIZALES
JWF	MASTER'S	Northeastern University	FEMALE	BACHELOR	
HHH	INV & DOC	Indiana University Bloomington	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	Boston University	FEMALE	BACHELOR	UNIVERSIDAD DE LA SABANA
CLC- FLB	PH.D.	Fordham University	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
LID	MASTER'S	University of Illinois at Chicago	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
PETRO	MASTER'S	Oregon State University	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	PH.D.	Purdue University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
HHH	INV & DOC	UNIVERSITY OF MINNESOTA - TWIN CITIES	MALE	BACHELOR	ESCUELA NACIONAL DE POLICIA GENERAL SANTANDER
HHH	INV & DOC	Boston University	MALE	BACHELOR	FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO
ATG	MASTER'S	Oregon State University	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-LSP	MASTER'S	SUNY College of Environmental Science and Forestry	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-LSP	MASTER'S	SUNY at Buffalo	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
FLB-LSP	MASTER'S	SUNY College of Environmental Science and Forestry	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	University of Iowa	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
FLB-LSP	MASTER'S	Miami University	FEMALE	BACHELOR	
ATG	Ph.D.	Lehigh University	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
JWF	MASTER'S	University of Texas at Austin	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
FLB-CLC	Ph.D.	Brown University	FEMALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
FLB-LSP	MASTER'S	Northeastern University	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
DU	Ph.D.	Purdue University	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	Ph.D.	Illinois Institute of Technology	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
NSF	INV & DOC	U.N.J.	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	SUNY at Buffalo	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
PAS	INV & DOC	Pennsylvania State University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
PAS	INV & DOC	University of California, Berkeley	FEMALE	BACHELOR	
FLB-LSP	MASTER'S	SUNY College of Environmental Science and Forestry	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-ICX	Ph.D.	University of Florida	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
PAS	INV & DOC	Iowa State University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-CLC	MASTER'S	New York Medical College	FEMALE	BACHELOR	UNIVERSIDAD DE CARTAGENA
FLB-LSP	MASTER'S	The University of Tennessee - Knoxville	FEMALE	BACHELOR	UNIVERSIDAD DE CARTAGENA
FLB-CLC	Ph.D.	Michigan State University	MALE	BACHELOR	UNIVERSIDAD DE CARTAGENA
JWF	MASTER'S	University of Northern Iowa	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC
PAS	INV & DOC	Miami University	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC
FLB-LSP	MASTER'S	Indiana State University	MALE	BACHELOR	UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP
FLB-LSP	MASTER'S	University of Iowa	FEMALE	BACHELOR	UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP
CALDAS	Ph.D.	Rutgers, The State University of New Jersey	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	Ph.D.	Harvard University	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
HHH	INV & DOC	University of Minnesota Medical Center - Fairview	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Indiana University Bloomington	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Rutgers, The State University of New Jersey	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	Harvard University	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
ATG	MASTER'S	SUNY Stony Brook	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
FLB-ICX	MASTER'S	Southern Illinois University Carbondale	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	University of Texas at Austin	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
PAS	INV & DOC	University of Delaware	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
ARTS	INV & DOC	JOSE LIMON DANCE FOUNDATION	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-LSP	MASTER'S	University of Maryland - College Park	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	Ph.D.	Virginia Polytechnic Institute and State University	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-LSP	MASTER'S	University of Illinois at Urbana-Champaign	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
PAS	INV & DOC	The New School	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
CLC- FLB	Ph.D.	University of Pittsburgh - Main Campus	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
PETRO	PH.D.	Florida International University	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
SIR	INV & DOC	Lasell College	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
CALDAS	Ph.D.		MALE	MASTER'S	UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD
LID	PH.D.	Georgetown University	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	New York University	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
CLC- FLB	PH.D.	University of Pittsburgh - Main Campus	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CLC- FLB	PH.D.	Virginia Commonwealth University	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	University of Wyoming	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CLC- FLB	PH.D.	University of Florida	MALE	BACHELOR	UNIVERSIDAD DEL NORTE
CLC- FLB	PH.D.	University of California, Riverside	MALE	BACHELOR	UNIVERSIDAD DE NARIÃ‘O
FLTA	INV & DOC	Lincoln University	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
REG	PH.D.	Washington State University	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC
REG	PH.D.	Purdue University	MALE	BACHELOR	UNIVERSIDAD POPULAR DEL CESAR
FLTA	INV & DOC	Bard College	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
REG	PH.D.	University of Arizona	MALE	BACHELOR	UNIVERSIDAD SURCOLOMBIANA
LID	MASTER'S	Southern Illinois University Carbondale	MALE	BACHELOR	UNIVERSIDAD TECNOLOGICA DE BOLIVAR
DU	PH.D.	Southern Illinois University Carbondale	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
FLTA	INV & DOC	Gardner-Webb University	FEMALE	BACHELOR	UNIVERSIDAD DEL ATLANTICO
JWF	INV & DOC	PLAYWRIGHT HORIZONS	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
JWF	MASTER'S	City College of New York of the City University of New York, The	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
PETRO	MASTER'S	University of Massachusetts Amherst	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
PETRO	MASTER'S	University of Minnesota Medical Center - Fairview	MALE	BACHELOR	UNIVERSIDAD DE MEDELLIN
JWF	MASTER'S	Virginia Polytechnic Institute and State University	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CIP	INV & DOC	UNIVERSITY OF MINNESOTA - TWIN CITIES	FEMALE	BACHELOR	COLEGIO MAYOR DE NUESTRA SEÃ‘ORA DEL ROSARIO
ATG	MASTER'S	Columbia University in the City of New York	FEMALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
JWF	MASTER'S	Washington University in St Louis	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
CIP	INV & DOC	Ohio State University	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
CIP	INV & DOC	Loyola University of Chicago	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CIP	INV & DOC	Temple University	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CIP	INV & DOC	Ohio State University	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
JWF	MASTER'S	Boston College	FEMALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
JWF	MASTER'S	Fordham University	FEMALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
HHH	INV & DOC	University of Maryland - College Park	FEMALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
